date,city,state,aqi,pm25,pm10,no2,so2,co,category,year,month
2025-06-22,Hyderabad,Telangana,73.4,33.5,60.0,6.1,3.5,2.23,Satisfactory,2025,2025-06
2025-06-23,Hyderabad,Telangana,82.9,46.2,77.3,10.5,2.7,4.04,Satisfactory,2025,2025-06
2025-06-24,Hyderabad,Telangana,84.0,42.8,70.5,13.3,6.3,2.15,Satisfactory,2025,2025-06
2025-06-25,Hyderabad,Telangana,84.7,42.2,77.9,16.0,6.2,2.45,Satisfactory,2025,2025-06
2025-06-26,Hyderabad,Telangana,78.1,43.4,55.0,15.0,3.2,2.0,Satisfactory,2025,2025-06
2025-06-27,Hyderabad,Telangana,96.8,55.9,59.4,18.0,6.2,4.46,Satisfactory,2025,2025-06
2025-06-28,Hyderabad,Telangana,100.3,52.2,85.9,13.0,3.7,4.17,Moderate,2025,2025-06
2025-06-29,Hyderabad,Telangana,82.5,35.8,68.4,9.3,3.2,4.59,Satisfactory,2025,2025-06
2025-06-30,Hyderabad,Telangana,96.5,40.4,66.3,12.7,5.2,3.32,Satisfactory,2025,2025-06
2022-01-01,Pune,Maharashtra,82.3,38.4,57.1,11.6,2.6,4.7,Satisfactory,2022,2022-01
2022-01-02,Pune,Maharashtra,86.4,37.5,71.6,15.0,6.2,2.3,Satisfactory,2022,2022-01
2022-01-03,Pune,Maharashtra,71.3,40.9,53.1,7.1,4.7,2.37,Satisfactory,2022,2022-01
2022-01-04,Pune,Maharashtra,80.5,32.8,59.1,8.7,6.2,2.77,Satisfactory,2022,2022-01
2022-01-05,Pune,Maharashtra,86.0,40.8,59.6,8.6,6.6,4.47,Satisfactory,2022,2022-01
2022-01-06,Pune,Maharashtra,80.8,35.0,55.2,15.3,4.6,3.41,Satisfactory,2022,2022-01
2022-01-07,Pune,Maharashtra,92.3,55.9,80.4,17.7,6.6,2.02,Satisfactory,2022,2022-01
2022-01-08,Pune,Maharashtra,86.8,35.4,78.5,7.2,6.1,4.69,Satisfactory,2022,2022-01
2022-01-09,Pune,Maharashtra,61.6,26.3,35.1,10.4,2.1,3.56,Satisfactory,2022,2022-01
2022-01-10,Pune,Maharashtra,69.2,31.2,60.0,6.0,3.9,2.35,Satisfactory,2022,2022-01
2022-01-11,Pune,Maharashtra,80.4,48.7,44.6,9.0,5.2,4.41,Satisfactory,2022,2022-01
2022-01-12,Pune,Maharashtra,77.9,33.2,45.0,6.3,3.2,1.78,Satisfactory,2022,2022-01
2022-01-13,Pune,Maharashtra,71.2,35.2,43.2,9.7,2.2,2.1,Satisfactory,2022,2022-01
2022-01-14,Pune,Maharashtra,59.6,27.9,35.6,10.6,2.4,2.99,Satisfactory,2022,2022-01
2022-01-15,Pune,Maharashtra,59.4,31.8,33.7,5.3,2.8,2.18,Satisfactory,2022,2022-01
2022-01-16,Pune,Maharashtra,53.5,25.8,43.9,4.3,4.2,1.44,Satisfactory,2022,2022-01
2022-01-17,Pune,Maharashtra,83.4,31.8,79.0,7.0,3.0,2.47,Satisfactory,2022,2022-01
2022-01-18,Pune,Maharashtra,77.4,37.6,58.7,7.2,2.6,1.65,Satisfactory,2022,2022-01
2022-01-19,Pune,Maharashtra,82.6,39.1,70.7,8.5,2.7,3.48,Satisfactory,2022,2022-01
2022-01-20,Pune,Maharashtra,78.1,45.1,71.0,11.4,3.5,1.9,Satisfactory,2022,2022-01
2022-01-21,Pune,Maharashtra,67.4,39.3,53.4,12.3,3.9,3.43,Satisfactory,2022,2022-01
2022-01-22,Pune,Maharashtra,89.2,40.2,67.0,7.3,5.4,3.69,Satisfactory,2022,2022-01
2022-01-23,Pune,Maharashtra,88.0,46.7,50.4,16.6,2.7,4.59,Satisfactory,2022,2022-01
2022-01-24,Pune,Maharashtra,88.9,44.0,78.0,12.1,5.5,3.07,Satisfactory,2022,2022-01
2022-01-25,Pune,Maharashtra,71.0,39.3,44.6,11.8,3.2,2.21,Satisfactory,2022,2022-01
2022-01-26,Pune,Maharashtra,88.3,50.8,77.3,14.4,6.7,2.32,Satisfactory,2022,2022-01
2022-01-27,Pune,Maharashtra,70.4,31.9,48.0,11.5,3.1,2.21,Satisfactory,2022,2022-01
2022-01-28,Pune,Maharashtra,69.3,35.8,43.5,8.6,2.3,4.03,Satisfactory,2022,2022-01
2022-01-29,Pune,Maharashtra,88.4,44.8,56.7,9.1,5.7,5.18,Satisfactory,2022,2022-01
2022-01-30,Pune,Maharashtra,75.2,31.9,44.8,9.5,3.7,3.93,Satisfactory,2022,2022-01
2022-01-31,Pune,Maharashtra,72.4,43.5,50.6,11.6,4.6,1.61,Satisfactory,2022,2022-01
2022-02-01,Pune,Maharashtra,76.7,29.2,44.9,14.9,5.3,1.94,Satisfactory,2022,2022-02
2022-02-02,Pune,Maharashtra,92.2,35.0,66.5,15.2,3.6,4.98,Satisfactory,2022,2022-02
2022-02-03,Pune,Maharashtra,92.6,49.8,51.2,16.9,2.9,5.14,Satisfactory,2022,2022-02
2022-02-04,Pune,Maharashtra,89.7,51.0,59.4,11.0,5.0,3.88,Satisfactory,2022,2022-02
2022-02-05,Pune,Maharashtra,66.7,30.0,63.1,11.2,2.9,3.04,Satisfactory,2022,2022-02
2022-02-06,Pune,Maharashtra,88.2,40.5,55.2,7.5,7.0,3.03,Satisfactory,2022,2022-02
2022-02-07,Pune,Maharashtra,75.2,32.5,56.1,8.6,3.1,3.36,Satisfactory,2022,2022-02
2022-02-08,Pune,Maharashtra,77.3,36.6,59.0,9.2,4.5,1.8,Satisfactory,2022,2022-02
2022-02-09,Pune,Maharashtra,69.0,32.5,44.5,9.2,3.4,3.12,Satisfactory,2022,2022-02
2022-02-10,Pune,Maharashtra,65.0,27.5,50.9,12.7,2.6,1.48,Satisfactory,2022,2022-02
2022-02-11,Pune,Maharashtra,95.2,42.2,68.1,11.1,6.8,3.78,Satisfactory,2022,2022-02
2022-02-12,Pune,Maharashtra,75.2,42.2,50.8,12.6,5.1,2.22,Satisfactory,2022,2022-02
2022-02-13,Pune,Maharashtra,76.0,38.3,57.6,14.0,2.4,2.48,Satisfactory,2022,2022-02
2022-02-14,Pune,Maharashtra,74.0,30.6,57.8,8.6,4.0,3.91,Satisfactory,2022,2022-02
2022-02-15,Pune,Maharashtra,81.7,41.2,61.8,9.3,5.7,4.05,Satisfactory,2022,2022-02
2022-02-16,Pune,Maharashtra,69.6,39.6,48.2,8.9,3.4,1.84,Satisfactory,2022,2022-02
2022-02-17,Pune,Maharashtra,66.0,30.5,57.5,9.2,3.5,1.73,Satisfactory,2022,2022-02
2022-02-18,Pune,Maharashtra,77.0,36.8,50.9,15.3,3.8,3.97,Satisfactory,2022,2022-02
2022-02-19,Pune,Maharashtra,73.7,31.8,47.8,10.9,2.2,1.53,Satisfactory,2022,2022-02
2022-02-20,Pune,Maharashtra,73.2,37.1,60.4,8.6,3.1,3.87,Satisfactory,2022,2022-02
2022-02-21,Pune,Maharashtra,72.1,30.2,59.2,13.8,3.0,1.69,Satisfactory,2022,2022-02
2022-02-22,Pune,Maharashtra,75.8,33.0,71.8,6.5,4.0,3.18,Satisfactory,2022,2022-02
2022-02-23,Pune,Maharashtra,59.1,29.1,44.8,11.7,4.4,1.91,Satisfactory,2022,2022-02
2022-02-24,Pune,Maharashtra,65.4,36.0,41.7,11.1,3.0,3.73,Satisfactory,2022,2022-02
2022-02-25,Pune,Maharashtra,74.0,36.0,65.5,11.5,5.8,3.68,Satisfactory,2022,2022-02
2022-02-26,Pune,Maharashtra,67.7,33.9,45.1,5.6,4.4,1.99,Satisfactory,2022,2022-02
2022-02-27,Pune,Maharashtra,86.2,41.0,57.2,9.0,2.9,2.89,Satisfactory,2022,2022-02
2022-02-28,Pune,Maharashtra,77.9,30.0,72.1,15.3,3.5,2.37,Satisfactory,2022,2022-02
2022-03-01,Pune,Maharashtra,65.4,26.5,59.6,9.8,4.0,3.65,Satisfactory,2022,2022-03
2022-03-02,Pune,Maharashtra,78.1,46.1,54.5,15.4,5.1,2.72,Satisfactory,2022,2022-03
2022-03-03,Pune,Maharashtra,76.9,37.4,63.4,9.5,5.5,1.99,Satisfactory,2022,2022-03
2022-03-04,Pune,Maharashtra,71.0,29.6,63.4,7.7,5.1,2.26,Satisfactory,2022,2022-03
2022-03-05,Pune,Maharashtra,79.4,48.0,50.6,7.0,6.1,2.11,Satisfactory,2022,2022-03
2022-03-06,Pune,Maharashtra,72.6,28.9,49.5,8.9,4.4,4.29,Satisfactory,2022,2022-03
2022-03-07,Pune,Maharashtra,65.5,27.5,44.6,9.8,2.5,3.17,Satisfactory,2022,2022-03
2022-03-08,Pune,Maharashtra,79.4,42.2,55.2,13.2,5.7,4.13,Satisfactory,2022,2022-03
2022-03-09,Pune,Maharashtra,72.5,32.1,52.0,9.7,3.6,2.35,Satisfactory,2022,2022-03
2022-03-10,Pune,Maharashtra,66.1,27.2,43.7,11.3,5.2,2.68,Satisfactory,2022,2022-03
2022-03-11,Pune,Maharashtra,69.3,32.0,61.1,6.1,2.4,2.34,Satisfactory,2022,2022-03
2022-03-12,Pune,Maharashtra,87.8,52.9,66.9,12.2,3.6,3.34,Satisfactory,2022,2022-03
2022-03-13,Pune,Maharashtra,71.3,42.9,50.4,7.5,3.3,2.89,Satisfactory,2022,2022-03
2022-03-14,Pune,Maharashtra,60.1,33.8,47.1,9.6,4.4,3.28,Satisfactory,2022,2022-03
2022-03-15,Pune,Maharashtra,93.6,40.1,74.8,15.5,3.5,5.03,Satisfactory,2022,2022-03
2022-03-16,Pune,Maharashtra,78.7,33.0,66.6,7.7,3.9,2.03,Satisfactory,2022,2022-03
2022-03-17,Pune,Maharashtra,68.3,30.4,64.5,6.3,3.4,3.22,Satisfactory,2022,2022-03
2022-03-18,Pune,Maharashtra,77.6,46.4,68.3,15.4,4.6,4.53,Satisfactory,2022,2022-03
2022-03-19,Pune,Maharashtra,64.1,29.1,46.1,8.2,2.1,3.41,Satisfactory,2022,2022-03
2022-03-20,Pune,Maharashtra,64.1,39.2,52.2,9.3,2.3,2.28,Satisfactory,2022,2022-03
2022-03-21,Pune,Maharashtra,60.5,23.5,51.7,6.0,3.6,2.9,Satisfactory,2022,2022-03
2022-03-22,Pune,Maharashtra,87.7,49.4,54.7,13.3,5.9,3.01,Satisfactory,2022,2022-03
2022-03-23,Pune,Maharashtra,59.5,24.9,39.6,11.4,2.8,1.45,Satisfactory,2022,2022-03
2022-03-24,Pune,Maharashtra,73.5,34.1,65.2,13.7,3.9,4.08,Satisfactory,2022,2022-03
2022-03-25,Pune,Maharashtra,62.7,30.6,50.6,6.2,2.0,1.66,Satisfactory,2022,2022-03
2022-03-26,Pune,Maharashtra,82.1,34.6,49.5,15.7,5.3,3.2,Satisfactory,2022,2022-03
2022-03-27,Pune,Maharashtra,65.3,26.3,58.2,6.1,4.0,3.05,Satisfactory,2022,2022-03
2022-03-28,Pune,Maharashtra,81.7,32.0,71.6,12.0,4.9,4.86,Satisfactory,2022,2022-03
2022-03-29,Pune,Maharashtra,71.7,37.3,62.3,7.1,5.1,3.62,Satisfactory,2022,2022-03
2022-03-30,Pune,Maharashtra,71.8,43.0,57.9,9.7,2.5,2.45,Satisfactory,2022,2022-03
2022-03-31,Pune,Maharashtra,58.8,31.7,50.6,7.9,1.9,2.66,Satisfactory,2022,2022-03
2022-04-01,Pune,Maharashtra,70.2,42.3,48.6,13.1,4.9,4.11,Satisfactory,2022,2022-04
2022-04-02,Pune,Maharashtra,78.6,44.8,53.3,14.8,5.0,2.08,Satisfactory,2022,2022-04
2022-04-03,Pune,Maharashtra,69.0,39.2,55.0,9.9,2.1,2.58,Satisfactory,2022,2022-04
2022-04-04,Pune,Maharashtra,65.8,27.5,48.1,13.1,4.9,2.13,Satisfactory,2022,2022-04
2022-04-05,Pune,Maharashtra,70.9,29.1,67.0,9.3,3.9,3.25,Satisfactory,2022,2022-04
2022-04-06,Pune,Maharashtra,96.4,41.1,61.6,9.9,4.7,2.7,Satisfactory,2022,2022-04
2022-04-07,Pune,Maharashtra,72.2,43.0,64.2,11.9,3.0,3.22,Satisfactory,2022,2022-04
2022-04-08,Pune,Maharashtra,74.2,31.5,44.7,11.6,4.5,1.95,Satisfactory,2022,2022-04
2022-04-09,Pune,Maharashtra,64.6,35.7,61.1,10.9,4.7,2.52,Satisfactory,2022,2022-04
2022-04-10,Pune,Maharashtra,68.3,27.5,57.5,7.6,3.4,3.29,Satisfactory,2022,2022-04
2022-04-11,Pune,Maharashtra,70.0,42.7,53.0,6.6,3.9,3.81,Satisfactory,2022,2022-04
2022-04-12,Pune,Maharashtra,79.5,40.5,67.5,11.6,4.6,2.5,Satisfactory,2022,2022-04
2022-04-13,Pune,Maharashtra,63.7,31.0,55.7,11.4,2.4,2.68,Satisfactory,2022,2022-04
2022-04-14,Pune,Maharashtra,61.4,29.5,47.8,9.7,2.7,3.49,Satisfactory,2022,2022-04
2022-04-15,Pune,Maharashtra,59.4,32.1,52.8,11.0,1.8,3.13,Satisfactory,2022,2022-04
2022-04-16,Pune,Maharashtra,82.3,48.1,64.9,11.3,2.9,2.43,Satisfactory,2022,2022-04
2022-04-17,Pune,Maharashtra,81.5,46.7,61.0,14.2,5.6,3.52,Satisfactory,2022,2022-04
2022-04-18,Pune,Maharashtra,70.0,30.3,48.2,7.0,2.1,1.62,Satisfactory,2022,2022-04
2022-04-19,Pune,Maharashtra,72.0,41.1,61.2,8.1,4.5,2.88,Satisfactory,2022,2022-04
2022-04-20,Pune,Maharashtra,69.9,37.0,50.6,10.0,5.5,2.32,Satisfactory,2022,2022-04
2022-04-21,Pune,Maharashtra,67.6,34.2,39.5,11.9,3.5,2.47,Satisfactory,2022,2022-04
2022-04-22,Pune,Maharashtra,55.5,29.9,47.7,11.0,2.1,1.88,Satisfactory,2022,2022-04
2022-04-23,Pune,Maharashtra,81.9,50.5,63.1,7.7,3.9,1.76,Satisfactory,2022,2022-04
2022-04-24,Pune,Maharashtra,71.8,41.9,40.0,10.9,2.5,1.46,Satisfactory,2022,2022-04
2022-04-25,Pune,Maharashtra,73.7,29.3,58.7,11.8,5.8,4.13,Satisfactory,2022,2022-04
2022-04-26,Pune,Maharashtra,53.8,27.7,46.6,6.6,3.2,1.94,Satisfactory,2022,2022-04
2022-04-27,Pune,Maharashtra,82.7,37.3,58.1,10.3,6.1,2.22,Satisfactory,2022,2022-04
2022-04-28,Pune,Maharashtra,61.3,28.9,55.5,5.0,4.7,3.43,Satisfactory,2022,2022-04
2022-04-29,Pune,Maharashtra,88.5,54.7,68.3,8.1,6.4,2.24,Satisfactory,2022,2022-04
2022-04-30,Pune,Maharashtra,60.4,26.7,54.3,6.7,4.1,2.29,Satisfactory,2022,2022-04
2022-05-01,Pune,Maharashtra,64.0,30.8,43.4,7.0,2.9,2.11,Satisfactory,2022,2022-05
2022-05-02,Pune,Maharashtra,79.5,48.4,60.7,10.8,4.4,4.76,Satisfactory,2022,2022-05
2022-05-03,Pune,Maharashtra,85.1,38.7,62.8,8.7,5.5,2.87,Satisfactory,2022,2022-05
2022-05-04,Pune,Maharashtra,81.8,45.8,52.0,10.5,4.4,2.18,Satisfactory,2022,2022-05
2022-05-05,Pune,Maharashtra,69.8,35.7,56.6,9.2,3.8,2.91,Satisfactory,2022,2022-05
2022-05-06,Pune,Maharashtra,67.1,33.7,39.3,8.6,2.7,2.77,Satisfactory,2022,2022-05
2022-05-07,Pune,Maharashtra,76.5,33.2,48.4,6.5,3.9,2.86,Satisfactory,2022,2022-05
2022-05-08,Pune,Maharashtra,87.0,38.0,74.4,11.0,5.5,3.97,Satisfactory,2022,2022-05
2022-05-09,Pune,Maharashtra,79.9,30.7,46.1,13.3,3.8,4.75,Satisfactory,2022,2022-05
2022-05-10,Pune,Maharashtra,73.9,31.9,46.1,11.1,3.3,2.49,Satisfactory,2022,2022-05
2022-05-11,Pune,Maharashtra,51.2,23.7,33.2,4.9,1.6,3.04,Satisfactory,2022,2022-05
2022-05-12,Pune,Maharashtra,75.8,40.8,65.2,6.7,2.3,3.33,Satisfactory,2022,2022-05
2022-05-13,Pune,Maharashtra,64.7,30.6,45.5,6.4,4.4,1.85,Satisfactory,2022,2022-05
2022-05-14,Pune,Maharashtra,87.2,39.9,71.3,7.0,6.0,4.88,Satisfactory,2022,2022-05
2022-05-15,Pune,Maharashtra,73.0,34.9,42.5,11.8,4.4,3.34,Satisfactory,2022,2022-05
2022-05-16,Pune,Maharashtra,66.0,37.9,43.8,10.6,4.4,1.76,Satisfactory,2022,2022-05
2022-05-17,Pune,Maharashtra,70.6,38.9,60.2,9.9,2.6,2.19,Satisfactory,2022,2022-05
2022-05-18,Pune,Maharashtra,75.2,32.8,57.0,8.4,4.3,2.37,Satisfactory,2022,2022-05
2022-05-19,Pune,Maharashtra,85.5,33.1,55.9,17.0,3.7,4.37,Satisfactory,2022,2022-05
2022-05-20,Pune,Maharashtra,77.2,38.8,46.2,12.1,6.0,4.28,Satisfactory,2022,2022-05
2022-05-21,Pune,Maharashtra,73.1,33.4,50.6,8.9,5.6,2.08,Satisfactory,2022,2022-05
2022-05-22,Pune,Maharashtra,91.6,43.1,66.2,11.8,2.8,2.82,Satisfactory,2022,2022-05
2022-05-23,Pune,Maharashtra,88.1,45.5,62.0,14.1,5.6,2.64,Satisfactory,2022,2022-05
2022-05-24,Pune,Maharashtra,71.7,29.0,62.5,10.3,2.8,2.19,Satisfactory,2022,2022-05
2022-05-25,Pune,Maharashtra,78.8,47.8,58.0,6.8,5.1,2.38,Satisfactory,2022,2022-05
2022-05-26,Pune,Maharashtra,84.0,38.4,52.8,9.8,6.0,3.62,Satisfactory,2022,2022-05
2022-05-27,Pune,Maharashtra,73.9,39.3,66.8,13.5,2.4,4.04,Satisfactory,2022,2022-05
2022-05-28,Pune,Maharashtra,62.5,24.5,38.2,5.8,2.4,3.26,Satisfactory,2022,2022-05
2022-05-29,Pune,Maharashtra,83.2,50.0,58.8,6.7,5.2,4.55,Satisfactory,2022,2022-05
2022-05-30,Pune,Maharashtra,83.2,51.1,57.8,14.9,6.0,2.14,Satisfactory,2022,2022-05
2022-05-31,Pune,Maharashtra,60.7,29.6,54.8,10.6,3.6,3.18,Satisfactory,2022,2022-05
2022-06-01,Pune,Maharashtra,81.2,33.9,51.0,8.5,5.6,4.52,Satisfactory,2022,2022-06
2022-06-02,Pune,Maharashtra,82.4,45.7,63.9,12.6,6.0,1.94,Satisfactory,2022,2022-06
2022-06-03,Pune,Maharashtra,77.6,32.6,50.9,14.5,6.0,2.66,Satisfactory,2022,2022-06
2022-06-04,Pune,Maharashtra,77.7,38.3,68.6,11.3,4.1,1.6,Satisfactory,2022,2022-06
2022-06-05,Pune,Maharashtra,84.8,32.5,67.9,7.5,5.7,3.81,Satisfactory,2022,2022-06
2022-06-06,Pune,Maharashtra,95.0,58.7,61.6,13.9,6.9,1.96,Satisfactory,2022,2022-06
2022-06-07,Pune,Maharashtra,73.1,31.4,55.4,10.7,2.5,2.65,Satisfactory,2022,2022-06
2022-06-08,Pune,Maharashtra,50.3,27.6,43.2,6.8,2.6,2.43,Satisfactory,2022,2022-06
2022-06-09,Pune,Maharashtra,83.6,42.9,75.1,11.5,4.9,2.1,Satisfactory,2022,2022-06
2022-06-10,Pune,Maharashtra,74.0,40.9,53.4,5.9,3.7,1.92,Satisfactory,2022,2022-06
2022-06-11,Pune,Maharashtra,88.7,42.2,60.2,9.3,3.2,4.36,Satisfactory,2022,2022-06
2022-06-12,Pune,Maharashtra,68.5,34.2,50.4,8.4,3.0,1.88,Satisfactory,2022,2022-06
2022-06-13,Pune,Maharashtra,85.7,50.5,75.7,11.1,5.7,3.42,Satisfactory,2022,2022-06
2022-06-14,Pune,Maharashtra,83.9,42.5,69.3,11.5,5.5,1.79,Satisfactory,2022,2022-06
2022-06-15,Pune,Maharashtra,67.0,26.1,60.9,11.4,4.8,2.56,Satisfactory,2022,2022-06
2022-06-16,Pune,Maharashtra,96.2,42.2,81.2,17.3,7.3,3.91,Satisfactory,2022,2022-06
2022-06-17,Pune,Maharashtra,53.6,25.7,47.3,9.1,3.9,2.48,Satisfactory,2022,2022-06
2022-06-18,Pune,Maharashtra,70.7,39.6,56.6,5.8,4.2,1.83,Satisfactory,2022,2022-06
2022-06-19,Pune,Maharashtra,79.4,32.9,48.4,11.0,2.8,1.99,Satisfactory,2022,2022-06
2022-06-20,Pune,Maharashtra,84.5,44.3,79.2,8.0,6.2,3.01,Satisfactory,2022,2022-06
2022-06-21,Pune,Maharashtra,62.0,29.3,42.8,5.9,3.3,3.19,Satisfactory,2022,2022-06
2022-06-22,Pune,Maharashtra,82.2,41.1,74.0,13.9,3.1,3.89,Satisfactory,2022,2022-06
2022-06-23,Pune,Maharashtra,89.5,43.3,70.6,16.8,5.6,5.15,Satisfactory,2022,2022-06
2022-06-24,Pune,Maharashtra,73.0,39.9,54.1,12.4,2.8,2.16,Satisfactory,2022,2022-06
2022-06-25,Pune,Maharashtra,81.7,35.8,62.9,9.4,5.8,2.77,Satisfactory,2022,2022-06
2022-06-26,Pune,Maharashtra,80.9,42.5,52.3,14.5,2.5,2.45,Satisfactory,2022,2022-06
2022-06-27,Pune,Maharashtra,78.2,37.0,49.1,11.9,4.5,2.84,Satisfactory,2022,2022-06
2022-06-28,Pune,Maharashtra,71.1,32.0,45.4,8.7,4.3,3.26,Satisfactory,2022,2022-06
2022-06-29,Pune,Maharashtra,59.1,26.7,54.9,6.6,3.9,1.38,Satisfactory,2022,2022-06
2022-06-30,Pune,Maharashtra,71.8,37.1,44.7,9.5,4.9,3.64,Satisfactory,2022,2022-06
2022-07-01,Pune,Maharashtra,100.4,43.9,69.4,8.1,3.5,2.52,Moderate,2022,2022-07
2022-07-02,Pune,Maharashtra,90.2,45.3,78.2,15.4,5.4,3.61,Satisfactory,2022,2022-07
2022-07-03,Pune,Maharashtra,72.0,43.4,56.0,9.9,5.3,1.64,Satisfactory,2022,2022-07
2022-07-04,Pune,Maharashtra,72.1,41.6,62.5,10.1,4.5,3.67,Satisfactory,2022,2022-07
2022-07-05,Pune,Maharashtra,83.2,41.3,75.9,11.0,6.2,3.6,Satisfactory,2022,2022-07
2022-07-06,Pune,Maharashtra,87.3,42.2,62.8,12.1,3.9,3.46,Satisfactory,2022,2022-07
2022-07-07,Pune,Maharashtra,76.0,35.7,69.4,11.2,5.4,3.61,Satisfactory,2022,2022-07
2022-07-08,Pune,Maharashtra,84.2,33.8,61.4,9.2,4.8,2.69,Satisfactory,2022,2022-07
2022-07-09,Pune,Maharashtra,76.7,42.5,71.0,12.7,3.7,3.38,Satisfactory,2022,2022-07
2022-07-10,Pune,Maharashtra,76.7,31.3,46.2,10.7,5.1,3.55,Satisfactory,2022,2022-07
2022-07-11,Pune,Maharashtra,85.5,41.8,72.0,13.4,5.3,2.4,Satisfactory,2022,2022-07
2022-07-12,Pune,Maharashtra,69.1,39.6,59.4,7.6,2.3,3.5,Satisfactory,2022,2022-07
2022-07-13,Pune,Maharashtra,66.8,32.0,42.6,6.3,2.0,2.48,Satisfactory,2022,2022-07
2022-07-14,Pune,Maharashtra,92.9,57.1,58.8,10.1,4.4,3.59,Satisfactory,2022,2022-07
2022-07-15,Pune,Maharashtra,69.5,38.0,48.0,6.4,4.6,3.6,Satisfactory,2022,2022-07
2022-07-16,Pune,Maharashtra,74.2,37.6,47.0,9.3,5.1,2.14,Satisfactory,2022,2022-07
2022-07-17,Pune,Maharashtra,76.0,43.6,62.3,8.1,4.3,3.38,Satisfactory,2022,2022-07
2022-07-18,Pune,Maharashtra,75.8,38.5,62.7,10.3,2.5,4.32,Satisfactory,2022,2022-07
2022-07-19,Pune,Maharashtra,76.5,41.8,61.0,12.0,3.8,4.54,Satisfactory,2022,2022-07
2022-07-20,Pune,Maharashtra,84.0,40.4,75.8,13.9,4.9,4.83,Satisfactory,2022,2022-07
2022-07-21,Pune,Maharashtra,73.8,44.2,42.2,7.6,4.7,4.2,Satisfactory,2022,2022-07
2022-07-22,Pune,Maharashtra,74.8,39.9,46.9,10.9,3.7,3.16,Satisfactory,2022,2022-07
2022-07-23,Pune,Maharashtra,79.2,47.8,58.9,6.7,4.7,2.62,Satisfactory,2022,2022-07
2022-07-24,Pune,Maharashtra,78.3,43.7,71.5,9.7,6.2,2.04,Satisfactory,2022,2022-07
2022-07-25,Pune,Maharashtra,95.2,50.9,53.7,10.1,5.9,2.08,Satisfactory,2022,2022-07
2022-07-26,Pune,Maharashtra,76.9,39.8,42.8,10.6,4.7,2.78,Satisfactory,2022,2022-07
2022-07-27,Pune,Maharashtra,74.1,29.4,58.9,11.3,4.1,3.54,Satisfactory,2022,2022-07
2022-07-28,Pune,Maharashtra,86.4,36.2,61.1,7.6,6.1,3.59,Satisfactory,2022,2022-07
2022-07-29,Pune,Maharashtra,69.4,42.5,64.3,13.9,2.4,3.07,Satisfactory,2022,2022-07
2022-07-30,Pune,Maharashtra,88.5,40.2,50.4,14.6,6.9,3.66,Satisfactory,2022,2022-07
2022-07-31,Pune,Maharashtra,55.7,25.6,51.5,6.9,4.2,3.02,Satisfactory,2022,2022-07
2022-08-01,Pune,Maharashtra,95.1,52.1,76.7,9.4,6.1,1.91,Satisfactory,2022,2022-08
2022-08-02,Pune,Maharashtra,78.2,43.0,60.4,8.7,5.5,2.83,Satisfactory,2022,2022-08
2022-08-03,Pune,Maharashtra,70.1,33.4,43.3,7.9,3.0,1.53,Satisfactory,2022,2022-08
2022-08-04,Pune,Maharashtra,74.8,36.7,56.8,11.1,4.0,4.1,Satisfactory,2022,2022-08
2022-08-05,Pune,Maharashtra,76.0,44.7,43.0,10.6,4.5,2.1,Satisfactory,2022,2022-08
2022-08-06,Pune,Maharashtra,70.6,31.1,61.0,10.5,3.2,3.57,Satisfactory,2022,2022-08
2022-08-07,Pune,Maharashtra,67.0,33.3,54.7,8.1,4.1,2.01,Satisfactory,2022,2022-08
2022-08-08,Pune,Maharashtra,87.5,39.4,59.0,16.8,6.3,3.73,Satisfactory,2022,2022-08
2022-08-09,Pune,Maharashtra,68.3,36.6,46.5,10.5,4.9,1.49,Satisfactory,2022,2022-08
2022-08-10,Pune,Maharashtra,75.9,39.9,58.8,8.0,4.7,3.2,Satisfactory,2022,2022-08
2022-08-11,Pune,Maharashtra,70.9,34.5,67.3,11.5,4.6,2.32,Satisfactory,2022,2022-08
2022-08-12,Pune,Maharashtra,77.6,31.2,72.2,7.2,6.2,1.94,Satisfactory,2022,2022-08
2022-08-13,Pune,Maharashtra,69.6,35.0,60.3,13.7,3.3,1.45,Satisfactory,2022,2022-08
2022-08-14,Pune,Maharashtra,65.8,34.7,54.9,8.4,2.6,2.12,Satisfactory,2022,2022-08
2022-08-15,Pune,Maharashtra,74.1,41.4,47.2,13.4,2.8,2.46,Satisfactory,2022,2022-08
2022-08-16,Pune,Maharashtra,96.6,50.4,81.6,10.8,7.5,4.66,Satisfactory,2022,2022-08
2022-08-17,Pune,Maharashtra,82.1,44.9,69.8,15.6,5.4,2.8,Satisfactory,2022,2022-08
2022-08-18,Pune,Maharashtra,65.9,37.6,54.6,9.8,3.1,3.75,Satisfactory,2022,2022-08
2022-08-19,Pune,Maharashtra,98.2,47.1,84.7,11.9,6.9,2.39,Satisfactory,2022,2022-08
2022-08-20,Pune,Maharashtra,77.2,42.5,57.2,12.7,4.4,1.96,Satisfactory,2022,2022-08
2022-08-21,Pune,Maharashtra,80.3,45.1,53.8,15.5,5.5,2.78,Satisfactory,2022,2022-08
2022-08-22,Pune,Maharashtra,74.6,39.2,53.8,6.8,5.2,2.06,Satisfactory,2022,2022-08
2022-08-23,Pune,Maharashtra,93.4,56.4,53.7,11.9,5.7,4.78,Satisfactory,2022,2022-08
